actual,counts
82.419998,1
82.5,1
82.559998,1
82.655998,1
82.752998,1
82.843002,1
82.940002,1
82.986,1
83.026001,1
83.220001,1
83.316002,1
83.519997,1
83.532997,1
83.536003,1
83.862999,1
84.080002,1
84.093002,1
84.190002,1
84.25,1
84.440002,1
84.486,1
84.5,1
84.559998,1
84.633003,1
84.843002,1
84.860001,1
84.945999,1
85.063004,1
85.089996,1
85.093002,1
85.125999,2
85.25,1
85.279999,2
85.313004,1
85.346001,1
85.75,1
85.935997,1
85.953003,1
86.093002,1
86.18,1
86.486,1
86.519997,1
86.596001,1
86.625999,2
86.733002,1
86.779999,1
87.075996,1
87.110001,1
87.155998,1
87.169998,1
87.279999,1
87.313004,1
87.325996,1
87.360001,1
87.392998,2
87.489998,1
87.639999,1
87.655998,1
87.746002,1
87.860001,1
87.922997,1
87.970001,1
87.983002,1
88.050003,1
88.093002,1
88.330002,1
88.373001,1
88.486,1
88.550003,1
88.625999,1
88.653,1
88.800003,1
88.809998,1
88.839996,1
88.922997,1
89.093002,1
89.203003,1
89.346001,1
89.392998,1
89.483002,1
89.532997,1
89.639999,1
89.75,1
89.765999,2
89.779999,1
90.0,1
90.050003,1
90.080002,1
90.125999,1
90.155998,1
90.375999,1
90.639999,1
90.655998,1
90.685997,1
90.690002,1
90.752998,1
90.782997,1
90.856003,1
90.935997,1
90.970001,1
91.139999,1
91.176003,1
91.203003,1
91.330002,1
91.392998,1
91.550003,1
91.580002,1
91.816002,1
91.986,1
92.032997,1
92.063004,1
92.236,1
92.25,1
92.375999,1
92.389999,1
92.456001,1
92.736,1
92.835999,1
92.953003,1
93.25,1
93.360001,2
93.440002,1
93.642998,1
93.672997,1
93.75,1
93.860001,1
94.015999,1
94.080002,1
94.160004,1
94.176003,1
94.252998,1
94.515999,1
94.519997,1
94.610001,1
94.956001,2
95.045998,1
95.096001,1
95.110001,1
95.146004,1
95.190002,1
95.220001,1
95.265999,1
95.532997,1
95.580002,1
95.720001,1
95.75,1
95.813004,1
95.843002,1
95.905998,1
95.953003,1
96.080002,2
96.153,1
96.203003,1
96.375999,2
96.392998,1
96.580002,2
96.660004,1
96.706001,1
96.733002,1
96.953003,1
97.032997,2
97.236,1
97.282997,2
97.313004,1
97.486,1
98.07,1
98.203003,1
98.282997,1
98.339996,1
98.422997,1
98.502998,1
98.515999,1
98.545998,1
98.769997,1
98.875999,1
98.983002,1
99.015999,1
99.112999,1
99.172997,1
99.362999,1
99.373001,1
99.375999,1
99.480003,1
99.625999,1
99.816002,1
99.926003,1
99.983002,1
100.110001,1
100.223,1
100.252998,1
100.5,1
100.532997,1
100.57,1
100.655998,1
100.813004,1
100.875999,1
101.002998,1
101.063004,1
101.112999,1
101.405998,1
101.703003,1
101.765999,1
101.922997,1
101.983002,1
102.075996,1
102.080002,1
102.129997,1
102.142998,1
102.220001,1
102.333,1
102.892998,1
103.063004,1
103.203003,1
103.236,2
103.362999,1
103.405998,2
103.545998,1
103.690002,1
103.739998,1
103.986,1
104.045998,1
104.435997,1
104.456001,1
104.515999,1
104.892998,1
104.926003,1
104.940002,1
104.956001,1
105.032997,1
105.252998,1
105.426003,1
105.502998,1
105.545998,1
105.625999,2
105.672997,2
105.706001,1
106.153,1
106.209999,1
106.220001,1
106.330002,1
106.486,1
106.545998,1
106.596001,1
106.693001,1
106.720001,1
106.752998,1
107.206001,1
107.440002,1
107.809998,1
107.970001,1
108.093002,1
108.233002,1
108.346001,1
108.966003,1
109.002998,1
109.185997,1
109.496002,1
109.68,1
109.736,1
109.765999,2
109.800003,1
109.825996,1
109.983002,1
110.160004,1
110.203003,1
110.236,1
110.316002,1
110.362999,1
110.422997,1
110.480003,1
110.502998,1
110.575996,1
110.625999,1
110.690002,1
110.706001,1
110.752998,1
110.892998,1
111.045998,1
111.473,1
111.486,1
111.612999,1
111.639999,1
111.676003,1
111.769997,1
111.795998,1
112.029999,1
112.362999,1
112.435997,1
112.440002,1
112.693001,1
112.706001,1
112.860001,1
112.889999,1
112.922997,1
113.085999,1
113.206001,1
113.639999,1
113.706001,1
113.849998,1
113.860001,1
113.922997,1
114.0,1
114.160004,1
114.282997,1
114.316002,1
114.392998,1
114.419998,1
114.440002,1
114.782997,1
114.795998,1
114.970001,1
115.080002,2
115.265999,1
115.316002,1
115.392998,1
115.5,2
115.720001,2
115.846001,1
115.860001,1
116.155998,1
116.343002,1
116.593002,1
117.125999,1
117.265999,1
117.330002,1
117.405998,1
117.606003,1
117.922997,1
118.172997,1
118.360001,2
118.410004,1
118.486,1
118.502998,1
118.515999,1
118.733002,1
118.769997,1
118.779999,1
118.813004,1
119.063004,1
119.265999,1
119.362999,1
119.593002,1
119.612999,1
119.980003,1
120.080002,1
120.089996,1
120.206001,1
120.212997,1
120.220001,1
120.502998,1
120.623001,1
120.706001,1
120.723,1
120.896004,1
120.910004,1
121.093002,1
121.123001,1
121.375999,1
121.690002,1
121.813004,1
121.980003,1
121.983002,1
122.066002,1
122.160004,1
122.282997,1
122.435997,1
122.483002,1
122.515999,1
122.706001,1
122.843002,1
122.983002,1
123.093002,1
123.265999,1
123.269997,1
123.276001,1
123.313004,1
123.536003,1
123.733002,1
123.736,1
123.800003,1
124.142998,1
124.169998,1
124.360001,1
124.486,1
124.5,1
124.623001,1
124.720001,1
124.730003,1
124.776001,1
124.892998,1
125.015999,1
125.125999,1
125.142998,1
125.360001,2
125.583,1
125.720001,1
125.803001,1
125.813004,1
125.986,2
126.110001,1
126.373001,1
126.456001,1
126.462997,1
126.830002,1
127.125999,1
127.182999,1
127.265999,1
127.410004,1
127.502998,1
127.786003,1
127.879997,1
128.020004,1
128.205994,1
128.533005,1
128.563004,1
128.815994,1
129.436005,1
129.703003,1
129.766006,1
130.389999,1
130.539993,1
130.595993,2
131.063004,1
131.190002,1
131.240005,1
131.332993,1
131.423004,1
131.75,1
131.906006,1
132.143005,1
132.360001,1
132.373001,1
132.470001,1
133.016006,1
133.410004,1
133.675995,1
133.955994,1
134.080002,1
134.393005,1
134.766006,1
134.973007,1
135.223007,1
135.363007,1
135.403,1
135.753006,1
135.923004,1
136.013,1
136.126007,1
136.253006,1
136.296005,1
136.5,1
136.520004,1
136.692993,1
136.723007,1
136.942993,1
136.973007,1
137.410004,1
137.990005,1
138.345993,1
138.470001,1
138.580002,1
138.770004,1
138.860001,1
138.953003,1
138.983002,1
139.143005,1
139.270004,1
139.332993,1
139.516006,1
139.542999,1
139.643005,1
140.242996,1
140.720001,1
140.970001,1
141.095993,1
141.126007,1
141.432999,1
141.723007,1
141.843002,1
141.860001,1
142.126007,1
142.190002,1
142.246002,1
142.330002,1
143.016006,1
143.240005,1
143.332993,1
143.485992,1
143.582993,1
143.595993,1
143.720001,1
143.766006,1
143.953003,1
144.065994,1
144.223007,1
144.283005,1
144.313004,1
144.470001,1
144.520004,1
144.550003,1
144.565994,1
144.595993,1
144.643005,1
145.126007,1
145.442993,1
145.485992,1
145.690002,1
145.705994,1
145.753006,1
146.013,1
146.020004,1
146.130005,1
146.565994,1
146.595993,1
146.910004,1
146.983002,1
147.283005,2
147.350006,1
147.485992,1
147.582993,1
147.669998,1
147.770004,1
147.863007,1
148.033005,1
148.190002,1
148.419998,2
148.470001,1
148.496002,1
148.673004,1
148.800003,1
148.863007,1
148.876007,1
149.035995,1
149.240005,1
149.533005,1
149.830002,1
149.985992,1
150.136002,1
150.309998,1
150.365997,1
150.550003,1
150.813004,1
151.063004,1
151.089996,1
151.410004,1
152.309998,1
152.350006,1
152.610001,1
153.143005,1
153.25,1
153.296005,1
153.580002,1
153.613007,1
153.692993,1
153.703003,1
153.735992,1
153.75,1
153.910004,1
153.996002,1
154.106003,1
154.145996,1
154.220001,1
154.270004,1
154.322998,2
154.395996,1
154.475998,1
154.485992,1
154.572998,1
154.595993,1
154.755997,1
154.839996,1
154.856003,1
155.050003,1
155.345993,1
155.406006,1
155.470001,1
155.563004,1
155.572998,1
155.662994,1
155.850006,1
156.065994,1
156.126007,1
156.149994,1
156.322998,1
156.332993,1
156.473007,1
156.653,1
156.703003,1
157.052994,1
157.113007,1
157.259995,1
157.520004,1
157.559998,1
157.832993,1
157.955994,1
158.483002,1
158.785995,1
158.806,1
159.106003,1
159.173004,1
159.216003,1
159.393005,1
159.442993,1
159.723007,1
159.794006,1
159.850006,1
159.910004,1
160.410004,1
160.462997,1
161.266006,1
161.766006,1
162.173004,1
162.386002,1
162.660004,1
162.925995,1
163.085999,1
163.190002,1
163.576004,1
163.582993,1
163.960007,1
164.035995,1
164.156006,1
164.503006,1
164.520004,1
164.595993,1
164.606003,1
165.253006,1
165.266006,1
165.332993,1
165.352997,1
165.686005,1
165.893005,1
166.466003,1
167.406006,1
167.440002,1
168.039993,1
168.143005,1
168.160004,1
168.179993,1
168.235992,1
168.889999,1
168.932999,1
169.029999,1
169.673004,1
169.770004,1
169.820007,1
170.470001,1
170.770004,1
170.940002,1
170.955994,1
171.192993,1
171.233002,1
171.315994,1
171.673004,1
171.682999,1
172.052994,1
172.582993,1
172.606003,1
172.643005,1
173.253006,1
173.542999,1
173.712997,1
173.770004,1
173.845993,1
174.235992,2
174.302994,1
174.442993,1
174.602997,1
174.770004,1
174.906006,1
174.936005,1
174.960007,1
175.143005,1
175.162994,1
175.860001,1
175.923004,1
175.925995,1
175.929993,1
176.235992,1
176.513,1
177.020004,1
177.029999,1
177.740005,1
178.020004,1
178.363007,1
178.436005,1
178.440002,1
178.516006,1
178.576004,1
178.705994,1
178.813004,1
178.863007,1
178.966003,1
179.25,1
179.363007,1
179.953003,1
180.229996,1
180.582993,1
180.850006,1
180.932999,1
181.145996,1
181.186005,1
181.509995,1
181.725998,1
181.776001,1
181.789993,1
181.910004,1
181.942993,1
182.035995,1
182.113007,1
182.783005,1
182.990005,1
183.283005,1
183.550003,1
184.063004,1
184.143005,1
184.175995,1
184.25,1
184.330002,1
185.156006,1
185.580002,1
185.595993,1
186.126007,1
186.283005,1
186.436005,1
186.733002,1
187.363007,2
187.770004,1
188.126007,1
188.630005,1
188.675995,1
188.800003,1
188.895996,1
188.942993,1
188.973007,1
189.042999,1
189.442993,1
189.613007,1
189.705994,1
189.733002,1
190.059998,1
190.240005,1
190.300003,1
190.529999,1
190.675995,1
190.852997,1
191.173004,1
191.263,1
191.309998,1
191.466003,1
191.595993,1
191.770004,1
191.895996,1
191.942993,1
192.065994,1
192.25,1
192.600006,1
193.550003,1
193.686005,1
193.770004,1
193.906006,1
194.113007,1
194.485992,1
194.742996,1
195.270004,1
195.529999,1
195.552994,1
196.113007,1
196.255997,1
196.733002,1
196.889999,1
197.149994,1
197.279999,1
197.490005,1
197.692993,1
197.839996,1
197.912994,1
198.065994,1
198.485992,2
198.520004,1
198.809998,1
198.912994,1
199.470001,1
199.876007,1
199.880005,1
200.593002,1
200.660004,1
201.020004,1
201.042999,1
201.052994,1
201.130005,1
201.255997,1
201.673004,1
201.973007,1
202.160004,1
202.75,1
202.830002,1
202.832993,1
202.886002,1
203.175995,1
203.919998,1
204.75,1
204.832993,1
204.992996,1
205.093002,1
205.100006,1
205.419998,1
205.735992,1
205.785995,1
206.235992,2
206.436005,1
206.893005,1
206.945999,1
207.080002,1
207.440002,1
207.5,1
208.0,1
208.095993,1
208.130005,1
208.445999,1
208.520004,2
208.673004,1
209.266006,1
209.565994,1
209.576004,1
209.653,1
209.686005,1
209.955994,2
209.996002,1
210.160004,1
210.205994,1
210.246002,1
210.330002,1
210.662994,1
211.25,1
211.356003,1
211.425995,1
211.800003,1
211.830002,1
213.300003,1
213.485992,1
213.973007,1
214.013,1
214.363007,1
214.436005,1
214.766006,1
214.910004,1
214.940002,1
214.942993,1
215.190002,1
215.389999,1
215.442993,1
215.863007,1
215.985992,1
216.022995,1
216.389999,1
216.442993,1
217.005997,1
217.686005,1
218.143005,1
218.432999,1
218.570007,1
219.059998,1
219.546005,1
219.643005,1
219.882996,1
220.253006,1
220.302994,1
221.425995,1
221.610001,1
222.029999,1
222.363007,1
222.386002,1
222.503006,1
223.046005,1
223.600006,1
224.225998,1
224.619995,1
225.0,1
225.013,1
225.322998,1
225.365997,1
225.455994,1
226.330002,1
226.535995,1
226.653,1
226.753006,1
227.673004,1
228.393005,1
228.503006,1
228.526001,1
228.643005,1
228.766006,1
229.003006,1
229.335999,1
229.570007,1
229.796005,1
229.895996,1
230.076004,1
230.095993,1
230.223007,1
230.470001,1
231.113007,1
231.477005,1
231.955994,1
232.005997,1
232.423004,1
232.563004,1
232.865997,1
233.093002,1
233.440002,1
234.386002,1
234.942993,1
235.072998,1
235.085999,1
235.845993,1
236.130005,1
236.25,1
236.332993,1
236.429993,1
236.5,1
236.912994,1
237.863007,1
237.942993,1
238.003006,1
238.449997,1
238.703003,1
239.550003,1
239.889999,1
240.606003,1
241.100006,1
241.350006,1
242.473007,1
243.052994,1
243.192993,1
243.475998,1
244.692993,1
244.770004,1
245.220001,1
245.556,1
245.772995,1
246.063004,1
246.363007,1
246.639999,1
247.013,1
247.115997,1
247.302994,1
247.442993,1
247.570007,1
247.856003,1
248.860001,1
248.973007,1
249.050003,1
249.565994,1
249.626007,1
250.212997,1
250.235992,1
250.423004,1
250.440002,1
250.565994,1
250.936005,1
251.570007,1
251.820007,2
252.052994,1
252.315994,1
252.322998,1
253.639999,1
253.845993,1
253.925995,1
254.059998,1
254.266006,1
254.272995,1
254.860001,1
255.440002,1
255.893005,1
255.985992,1
256.31601,1
256.549988,1
256.763,1
257.162994,1
258.440002,1
259.675995,1
259.769989,1
260.04599,1
260.29599,1
260.536011,1
261.203003,1
262.190002,1
262.299988,1
262.955994,1
264.179993,1
264.453003,1
264.955994,1
265.592987,1
266.31601,1
266.733002,1
266.865997,1
267.895996,1
268.053009,1
268.923004,1
269.592987,1
269.720001,1
270.006012,1
270.365997,1
270.51001,1
270.846008,1
271.290009,1
271.98999,1
272.23999,1
272.25,1
272.31601,1
273.220001,1
274.656006,1
275.325989,1
275.709991,1
275.799988,1
276.942993,1
277.053009,1
277.062988,1
277.140015,1
277.329987,1
277.470001,1
277.613007,1
278.429993,1
279.559998,1
279.602997,1
279.630005,1
279.98999,1
280.31601,1
281.290009,1
281.52301,1
281.735992,1
283.036011,1
283.412994,1
283.803009,1
284.885986,1
284.959991,1
285.290009,1
285.660004,1
286.145996,1
286.29599,1
286.626007,1
287.333008,1
287.519989,1
287.929993,1
288.312988,1
288.354004,1
288.679993,1
288.895996,1
289.233002,1
289.720001,1
289.743011,1
289.79599,1
289.895996,1
290.03299,1
290.442993,1
290.829987,1
291.455994,1
292.226013,1
292.303009,1
292.615997,1
293.5,1
293.73999,2
293.880005,1
294.235992,1
294.722992,1
294.756012,1
294.865997,1
295.579987,1
297.140015,1
297.205994,1
297.412994,1
298.303009,1
298.56601,1
299.662994,1
300.072998,1
300.436005,1
300.506012,1
301.006012,1
301.113007,1
301.51001,1
302.072998,1
302.175995,1
302.583008,1
303.77301,1
304.096008,1
304.226013,1
305.23999,1
305.363007,1
306.070007,1
307.493011,1
307.812988,1
308.096008,1
309.252991,1
309.570007,1
309.733002,1
310.179993,1
310.342987,1
310.615997,1
310.81601,1
310.833008,1
310.98999,1
310.993011,1
311.04599,1
311.205994,1
311.269989,1
312.335999,1
312.942993,1
313.109985,1
313.115997,1
314.365997,1
315.233002,1
315.476013,1
315.54599,1
315.746002,1
316.26001,1
316.806,1
316.809998,1
317.062988,1
317.113007,1
317.342987,1
318.175995,1
318.850006,1
319.040009,1
319.335999,1
319.709991,1
319.98999,1
320.100006,1
320.213013,1
320.23999,1
320.382996,1
320.859985,1
320.933014,1
321.526001,1
322.645996,1
322.899994,1
323.643005,1
323.859985,1
323.996002,1
325.382996,1
325.519989,1
326.015991,1
326.109985,1
326.115997,1
326.160004,1
326.675995,1
326.77301,1
327.640015,1
327.665985,2
327.876007,1
328.640015,1
329.036011,1
329.27301,1
329.563995,1
329.615997,1
330.382996,1
330.513,1
331.119995,1
331.656006,1
331.662994,1
332.893005,1
333.075989,1
333.320007,1
333.333008,1
333.506012,1
334.153015,1
334.615997,1
334.799988,1
334.850006,1
334.899994,1
335.070007,1
335.493011,1
335.516998,1
335.553009,1
336.463013,1
337.130005,1
337.140015,1
337.156006,1
338.829987,1
339.01001,1
339.162994,1
339.602997,1
339.696014,1
339.985992,1
340.06601,1
340.572998,1
341.06601,1
341.102997,1
341.320007,1
341.649994,1
342.735992,1
342.959991,1
343.893005,1
344.119995,1
344.312988,1
344.583008,1
344.835999,1
345.01001,1
345.070007,1
345.480011,1
346.179993,1
346.709991,1
347.51001,1
347.869995,1
348.583008,1
349.049988,1
349.463013,1
349.79599,1
350.602997,1
350.720001,1
352.25,1
353.790009,1
354.942993,1
355.306,1
355.765991,1
355.895996,1
356.410004,1
356.743011,1
357.026001,1
357.029999,1
357.306,1
357.976013,1
358.26001,1
359.162994,1
359.26001,1
359.540009,1
359.632996,1
359.640015,1
359.812988,1
359.98999,1
361.019989,1
361.089996,1
361.556,1
361.73999,1
361.822998,1
362.77301,1
362.806,1
364.485992,1
364.529999,1
364.895996,1
365.859985,1
365.953003,1
368.279999,1
368.842987,1
368.855988,1
373.842987,1
374.346008,1
374.446014,1
374.792999,1
374.950012,1
375.013,1
375.27301,1
375.809998,1
376.929993,1
377.876007,1
377.946014,1
378.256012,1
378.376007,1
379.342987,1
381.042999,1
381.145996,1
381.186005,1
381.290009,1
381.472992,1
382.096008,1
382.415985,1
383.976013,1
384.036011,1
384.23999,1
384.632996,1
384.665985,1
384.696014,1
384.726013,1
384.803009,1
384.946014,1
385.406006,1
386.006012,1
386.54599,1
386.850006,1
386.865997,1
390.649994,1
391.179993,1
391.985992,1
392.056,1
392.089996,1
392.335999,1
393.102997,1
393.665985,1
393.76001,1
393.806,1
394.203003,1
394.615997,1
394.880005,1
395.653015,1
395.803009,1
396.436005,1
396.570007,1
396.589996,1
396.76001,1
396.959991,1
397.665985,1
399.062988,1
399.269989,1
399.276001,1
399.382996,1
399.880005,1
400.852997,1
400.929993,1
401.899994,1
402.540009,1
403.070007,1
403.322998,1
403.556,1
403.696014,1
404.615997,1
404.709991,1
405.765991,1
406.322998,1
407.162994,1
409.196014,1
409.776001,1
410.53299,1
410.980011,1
412.26001,1
413.399994,1
413.649994,1
413.72699,1
414.936005,1
415.553009,1
415.835999,1
416.102997,1
416.972992,1
417.385986,1
417.649994,1
417.692993,1
418.226013,1
418.730011,1
419.256012,1
420.226013,1
420.403015,1
420.416992,1
423.03299,1
424.085999,1
426.220001,1
426.382996,1
429.190002,1
429.54599,1
429.839996,1
430.852997,1
431.385986,1
431.54599,1
431.626007,1
433.256012,1
433.415985,1
434.29599,1
435.109985,1
435.433014,1
436.243011,1
437.713013,1
438.013,1
438.28299,1
438.380005,1
439.056,1
439.559998,1
442.130005,1
443.480011,1
443.556,1
444.440002,1
445.352997,1
445.996002,1
446.485992,1
449.549988,1
450.200012,1
451.415985,1
451.825989,1
452.355988,1
452.730011,1
452.812988,1
452.906006,1
453.51001,1
453.645996,1
453.81601,1
455.700012,1
455.852997,1
456.115997,1
456.23999,1
457.519989,1
457.963013,1
458.132996,1
458.855988,1
459.083008,1
460.485992,1
460.496002,1
461.615997,1
461.660004,1
462.822998,1
463.183014,1
468.28299,1
468.912994,1
469.765991,1
470.506012,1
470.709991,1
470.983002,1
472.776001,1
474.559998,1
474.692993,1
474.996002,1
475.466003,1
476.230011,1
476.359985,1
479.395996,1
479.635986,1
480.592987,1
480.752991,1
481.903015,1
482.496002,1
482.920013,1
484.670013,1
485.235992,1
486.502991,1
488.746002,2
489.140015,1
489.406006,1
489.855988,1
490.686005,1
491.600006,1
491.653015,1
491.885986,1
492.589996,1
492.713013,1
493.52301,1
494.220001,1
495.450012,1
496.306,1
497.420013,1
498.213013,1
498.81601,1
500.013,1
500.713013,1
500.77301,1
502.589996,1
503.27301,1
505.893005,1
506.196014,1
506.73999,1
507.209991,1
508.233002,1
508.79599,1
508.872986,1
510.865997,1
513.150024,1
514.276001,1
514.719971,1
514.809998,1
515.604004,1
516.432983,1
516.995972,1
517.140015,1
517.416016,1
517.419983,1
518.039978,1
519.013,1
519.705994,1
520.575989,1
520.622986,1
521.309998,1
524.969971,1
525.843018,1
526.05603,1
526.315979,1
528.726013,1
530.135986,1
530.469971,1
530.596008,1
530.862976,1
531.195984,1
532.716003,1
532.79303,1
533.25,1
533.776001,1
534.546021,1
534.945984,1
536.353027,1
536.72998,1
536.945984,1
537.030029,1
538.653015,1
538.780029,1
538.885986,1
540.390015,1
542.153015,1
544.30603,1
544.630005,1
545.27002,1
547.185974,1
548.153015,1
548.169983,1
548.513,1
551.502991,1
552.01001,1
552.039978,1
552.52002,1
554.969971,1
556.395996,1
556.966003,1
556.97998,1
557.390015,1
558.77002,1
559.596008,1
560.046021,1
560.096008,1
560.385986,1
560.685974,1
561.29303,1
561.945984,1
562.719971,1
562.932983,1
563.075989,1
565.635986,1
565.705994,1
566.322998,1
568.466003,1
568.776001,1
571.815979,1
572.062988,1
572.700012,1
573.026001,1
573.590027,1
573.890015,1
574.372986,1
575.169983,1
575.182983,1
575.245972,1
575.903015,1
576.463013,1
580.276001,1
580.322998,1
580.676025,1
583.325989,1
583.505981,1
584.013,1
584.090027,1
584.575989,1
585.143005,1
585.856018,1
585.903015,1
587.406006,1
587.966003,1
588.455994,1
588.632996,1
588.77002,1
589.822998,1
590.219971,1
590.296021,1
591.622986,1
592.666016,1
592.765991,1
592.890015,1
593.03302,1
593.072998,1
593.572998,1
594.929993,1
596.166016,1
598.530029,1
599.200012,1
600.185974,1
791.862976,1
